OriginalFoodCode;OriginalFoodName;EnglishFoodName;EdiblePortion;FoodGroupIS1;FoodGroupIS2;0001;0002;0003;0004;0005;0006;0008;0009;0010;0011;0012;0013;0014;0015;0016;0017;0018;0019;0020;0021;0022;0023;0024;0025;0026;0028;0029;0031;0032;0033;0034;0035;0036;0037;0038;0039;0040;0041;0042;0044;0046;0137;0138
Fæðunúmer;Heiti;Enskt heiti;Ætur hluti;Fæðuflokkur;Undirflokkur;Prótein;Fita;Mettaðar fitusýrur;cis-Einómettaðar fitusýrur;cis-Fjölómettaðar fitusýrur;cis-Fjölómettaðar fitus. n-3 langar;trans-Fitusýrur;Kólesteról;Kolvetni, alls;Sykrur;Viðbættur sykur;Trefjaefni;Alkóhól;Steinefni, alls;Vatn;A-vítamín, RJ;Retinol;Beta-karótín;D-vítamín;E-vítamín, alfa-TJ;Alfa-tókóferol;B1-vítamín;B2-vítamín;Níasín-jafngildi;Níasín;B6-vítamín;Fólat, alls;B-12 vítamín;C-vítamín;Kalk;Fosfór;Magnesíum;Natríum;Kalíum;Járn;Sink;Kopar;Joð;Mangan;Selen;Flúor;cis-Fjölóm. fitus. n-6;cis-Fjölóm. fitus. n-3
;;;;;;g;g;g;g;g;g;g;mg;g;g;g;g;g;g;g;µg;µg;µg;µg;mg;mg;mg;mg;mg;mg;mg;µg;µg;mg;mg;mg;mg;mg;mg;mg;mg;mg;µg;mg;µg;mg;g;g
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0074;SÍLD, flök, niðursoðin, Kippers;Herring, fillet, canned, Kippers;100;8;5;20,2;18,8;4,6;8,7;3,6;3,3;;65;0,;0,;0,;0,;0,;3,7;57,4;13;13,;0,;8,3;1,0;1,0;0,;0,20;8,5;5,0;0,35;1;10,0;0,;72,;280,;35,;705,;500,;1,6;1,3;0,086;60,;0,05;24,;0,43;;
0075;KINDABJÚGU, soðin;Sheep sausage, smoked, boiled;98;7;8;11,9;17;8,0;6,0;0,6;0,02;0,86;56;4,8;0,5;0,;0,2;0,;2,8;59,4;0;0,;0,;0,;0,1;0,1;0,116;0,165;3,5;1,8;0,150;4,;1,1;0,;17;209;16;899;219;1,19;1,62;0,11;3,5;0,09;1,9;0,011;0,36;0,23
0076;VÍNARPYLSUR, soðnar;Vienna sausage, cooked;100;7;8;11,8;17,8;7,86;7,87;1,15;0,07;0,46;53;6,7;0,;0,;0,;0,;3,4;60,5;10,6667;10;8;0;0,10;0,10;0,12;0,18;3,5;1,8;0,150;4;1,1;0,;28,5;292;18,6;1060;173;1,21;1,87;0,070;6,9;0,12;4,8;0,018;0,90;0,25
0077;KJÖTFARS, hrátt;Meat emulsion, raw;100;7;8;10,3;15,2;6,89;5,52;0,69;0,02;0,50;45;5,7;0,;0,;0,2;0,;2,7;65,9;4,58333;4;7;0;0,3;0,3;0,06;0,15;4,9;2,8;0,10;4;0,9;0,;69;129;;923;206;1,57;1,51;0,10;5,5;0,21;1,5;0,006;0,53;0,02
0078;KJÖTBÚÐINGUR, soðinn, í pylsugörn;Meat loaf, boiled, in casings;100;7;8;10,3;12,3;;;;;;;7,7;;0,;0,1;0,;2,7;66,0;;;;;;;;;;;;;;0,;;;;750;;;;;;;;;;
0079;KÁLFABJÚGU, soðin;Veal sausage, boiled;100;7;8;10,9;18,4;11,0;6,2;0,2;;;47;3,8;;0,;0,;0,;2,0;63,8;;;;;;;;;;;;;;0,;;;;420;;;;;;;;;;
0080;SÓSA, SALATSÓSA, þúsundeyja, 37%;Dressing, Thousand Island;100;15;1;1,5;37,0;5,68;8,88;22,17;0;0,14;0;17,0;15;2;0,;0,;;44,;24;24,;0,;0;4,0;4,0;0,013;0,024;0,22;0;0,017;6,0;0,20;0,;24;34;9;900;130;0,3;0,2;0,05;5;0,07;1;;19,83;2,34
0081;LIFRARKÆFA, bökuð;Liver paste, baked;100;7;9;9,7;18,9;7,2;8,2;1,4;0,05;0,21;134;6,9;3,7;0,5;0,4;0,;2,2;62,4;3670;3670;0,;0,23;0,15;0,15;0,177;1,22;6,7;4,7;0,200;143;9,5;0,;16,3;260;11,0;626;179;6,10;2,05;0,63;13,5;0,22;13,7;0,051;1,2;0,2
0082;HANGIÁLEGG, soðið;Lamb meat, smoked, sliced, boiled;100;7;8;21,6;13,5;6,3;4,3;0,70;0,10;0,47;84;0,;0,;0,;0,;0,;3,4;61,3;0;0;0;0;0;0;0,13;0,29;7,8;4,3;0,20;11;2,6;0,;15;165;38;1380;270;1,91;2,64;0,11;0,7;0,06;7,6;0,02;0,37;0,33
0083;SKINKA, soðin;Ham, smoked and cooked;100;7;8;16,2;2,7;0,80;0,96;0,22;0,03;0,01;45;0,8;0,;0,;0,;0,;3,7;76,6;2;2,;0,;0;0,1;0,1;0,81;0,21;7,0;3,3;0,31;2;0,65;0,;6,;175,;18,;1100;280,;0,65;1,64;0,08;2,1;0,04;6,5;0,051;0,18;0,04
0084;MALAKOFFÁLEGG, soðið;Malakoff sausage, saveloy type;100;7;8;10,1;18,3;8,6;6,7;1,4;0,01;0,10;50;8,4;0;0,;0;0,;2,6;60,7;0;0,;0,;0;0,10;0,10;0,150;0,150;3,1;1,5;0,110;5,;0,62;0,;65,;175,;14,;770;131,;1,37;1,7;0,106;6,9;0,12;4,8;0,018;1,2;0,11
0085;RÚLLUPYLSA, soðin;Rolled lamb flank, boiled;100;7;8;18,0;19;8,4;6,3;1,4;0,26;0,58;78;0,;0,;0,;0,;0,;4,0;59;0;0,;0,;0,;0,;0,;0,05;0,12;7,3;4,3;0,20;5,;1,2;0,;15;166,;25;1650;205;1,4;2,6;0,130;1,2;0,01;5,0;0,;0,74;0,65
0086;SPÆGIPYLSA;Salami;100;7;8;18,8;38,2;15,21;16,94;2,96;0,11;0,33;80;3,1;0;0,;0,;0,;5,5;34,4;0;0,;0,;0;0,02;0,02;0,140;0,180;4,1;2,3;0,150;1;1,3;0,;7,1;219;19,4;2010;304;1,56;2,3;0,12;4,1;0,048;5,0;;2,57;0,39
0087;LIFRARKÆFA, niðursoðin;Liver paste, canned;100;7;9;9,9;21,8;8,1;9,7;2,3;;;134;3,5;;0,5;0,;0,;2,4;62,8;2290;2290;0,;0,23;;;0,07;0,85;4,4;2,4;;;;0,;70,;;;593;218,;4,45;2,38;;;;;;;
0088;HANGIKJÖT, hrátt;Lamb meat, smoked, raw;100;7;1;18,8;10,0;4,2;3,2;0,70;0,13;0,30;71;0,;0,;0,;0,;0,;4,6;66,4;0;0;0;0;0;0;0,090;0,294;9,03;5,53;0,14;11,0;2,6;0,;10;137;19;1460;239;1,16;2,73;0,11;1,1;0,06;4,65;0,006;0,37;0,33
0089;SALTKJÖT, hrátt;Lamb meat, salted, raw;75;7;1;12,7;18,6;9,5;5,7;0,75;0,07;0,72;60;0,;0,;0,;0,;0,;5,5;62,2;0;0;0;0;3;3;0,075;0,157;7,8;4,3;0,20;11,0;2,6;0,;13;97;11;2140;154;1,01;2,45;0,067;2,3;0,06;5,0;0,006;0,38;0,36
0090;BEIKON, hrátt;Bacon, raw;100;7;3;13,9;36,6;14,64;10,78;2,20;0,11;0,15;71;0;0,;0,;0,;0,;2,3;47,4;6;6,;0,;0,60;0,30;0,30;0,48;0,16;5,3;3,0;0,15;2,;0,65;0,;3,7;212;15,5;795;306;0,40;1,98;0,063;0,80;0,012;8,0;;1,96;0,24
0091;SVIÐ, soðin;Lamb heads, boiled;30;7;9;19,4;23,0;8,86;9,42;0,77;;0,94;85;0,;0,;0,;0,;0,;0,6;58,5;;;;;;;0,087;0,333;;;;;;0,;29;128;14;;96;3,36;1,99;0,14;3,2;0,08;5,4;0,006;0,46;0,31
0092;SVIÐASULTA, soðin;Lamb head cheese, cooked;100;7;9;14,4;8,6;3,39;3,53;0,29;0,016;0,35;55;0,;0,;0,;0,;0,;1,8;74,8;;;;;;;0,035;0,159;9,03;5,53;0,14;11,0;2,6;0,;11,0;62;7,5;682;59;1,60;1,20;0,097;3,2;0,08;5,4;;0,17;0,12
0093;SVIÐASULTA, soðin, súrsuð;Lamb head cheese, pickled;100;7;9;12,8;5,3;2,6;2,1;0,2;;;;0,;0,;0,;0,;0,;1,1;77,8;;;;;;;0,017;0,203;;;;;;0,;76;80;8;273;108;1,35;0,94;0,095;;;;;;
0094;BLÓÐMÖR, soðinn;Blood sausage, boiled;95;7;9;7,9;22,6;11,94;6,07;0,62;0,;1,30;20;16,2;0,6;0,;3,8;0,;1,6;47,9;0;0,;0,;0,;0,47;0,31;0,049;0,041;0,9;0,3;0,051;8,0;0,;0,1;15;85;23;513;103;12,8;0,59;0,10;1,7;0,63;4,9;0,025;0,37;0,25
0095;BLÓÐMÖR, soðinn, súrsaður;Blood sausage, cooked and pickled;95;7;9;8,3;22,7;11,7;9,3;0,7;;;20;15,1;0,;0,;1,3;0,;0,9;51,7;0;0,;0,;0,;;;0,027;0,203;;;;;;0,;55;72;12;178;89;15,2;0,74;0,101;;;;;;
0096;LIFRARPYLSA, soðin;Lamb liver sausage, boiled;95;7;9;8,6;26,5;13,62;6,78;0,87;0,06;1,58;104;11,7;0,8;0,;2,2;0,;1,8;49,2;6400,18;6400;2,2;0,14;0,44;0,38;0,139;0,977;4,2;3,0;0,104;48,4;18,6;0,;33;169;26;477;142;3,71;1,71;1,11;4,5;0,59;3,8;0,044;0,50;0,37
0097;LIFRARPYLSA, soðin, súrsuð;Lamb liver sausage, boiled, pickled;95;7;9;7,7;14,2;7,3;6,1;0,4;0,;;90;15,6;0,;0,;2,2;0,;1,0;58,9;;;;;;;0,075;0,848;;;;;;0,;60;147;15;222;103;3,63;1,33;0,877;;;;;;
0098;LAMBALÆRI, fitusnyrt, hrátt;Lamb leg, defatted, raw;64;7;1;19,2;10,9;5,03;3,77;0,83;0,16;0,35;65;0,;0,;0,;0,;0,;1,0;68,6;9;9;0,;0,4;0,7;0,71;0,18;0,31;9,03;5,53;0,14;11,0;2,6;0,;5,7;219;20,0;46,1;350;1,52;3,18;0,096;4,2;0,02;8,49;0,006;0,44;0,39
0099;SVÍNALÆRI, hrátt, fituhreinsað;Pork leg, lean, raw;76;7;3;22,7;4,6;2,2;1,6;0,31;0,004;0,025;64;0,;0,;0,;0,;0,;1,1;73,6;0;0;0;0,5;0,2;0,2;0,95;0,22;7,0;3,3;0,31;3;0,65;0,;6,;210;28;86;370;1,1;2,6;0,10;3,0;0,014;16,5;0,02;0,29;0,025
0100;NAUTAGÚLLAS, hrátt;Beef goulash, raw;100;7;2;21,5;1,4;0,48;0,43;0,05;0,;0,04;57;0,;0,;0,;0,;0,;1,2;76,0;0;0;0;0,4;0,16;0,16;0,15;0,24;9,7;6,;0,5;7,;2,83;0,;8,6;200;20;60;370;2,20;4,23;0,24;1,3;0,01;3,83;0,006;0,03;0,02
0101;FOLALDAGÚLLAS, hrátt;Foal goulash, raw;100;7;4;22,8;4,4;1,8;1,3;0,70;0,04;0,04;75;0,;0,;0,;0,;0,;1,1;72,3;;;;;0,5;0,44;0,08;0,25;;;0,16;;;0,;6,3;210;25;60;360;2,6;2,5;;;;;;0,36;0,35
0102;KJÚKLINGUR, með skinni, hrár;Chicken, flesh and skin, raw;58;7;6;18,2;12,4;3,21;4,13;2,07;;0,15;100;0,;0,;0,;0,;0,;0,9;68,1;9,0;9,0;0,;0,2;0,2;0,2;0,10;0,16;11,3;8,0;0,364;23,6;0,43;0;7;180;20;80;260;0,96;0,98;0,05;2,5;0,014;13,5;0,006;1,84;0,23
0103;KJÚKLINGABITAR, djúpsteiktir;Chicken pieces, breded, deep fried;62;7;6;25,1;13,8;3,2;6,0;2,8;0,08;0,07;88;5,6;0,;0,;0,3;0,;2,5;54,9;9;9,0;0;0,;0,2;0,2;0,11;0,21;12,7;8,5;0,40;5;0,30;0;13;200;25;570;310;0,89;0,94;0,059;2,5;0,111;13,5;0,006;2,6;0,3
0104;LAMBALIFUR, hrá;Liver, lamb, raw;100;7;9;21,9;4,7;1,95;1,02;0,87;0,36;0,23;300;1,5;0,;0,;0,;0,;1,5;70,1;21300;21300;0,;0,50;1,6;1,6;0,44;4,26;19,7;15,;0,42;280;84,;20,6;6,0;376;16,8;74;273;8,78;4,18;3,53;12,9;0,36;16,9;0,006;0,38;0,49
0105;LAMBAHJÖRTU, fitusnyrt, hrá;Lamb heart, raw;74;7;9;17,1;5,68;2,1;1,6;0,34;0,07;0,15;140;0,45;0,;0,;0,01;0,;1,07;75,7;0;0;0;0;0,37;0,37;0,70;0,89;10,5;6,9;0,29;2;8;7;3,30;180;19,8;81;259;3,72;1,14;0,202;1,8;0,037;17,1;0,02;0,18;0,16
0106;LAMBANÝRU, hrá;Lamb kidney, raw;98;7;9;14,9;4,37;1,4;0,9;0,6;0,1;;375;0,1;;0,;0;0,;1,23;79,4;107,5;107,;6,;;0,45;0,45;0,52;2,14;10,9;7,4;0,3;31,;63,;8,8;8;191;14,7;172;220;3,18;1,58;0,162;3,3;0,12;87,9;0,01;;
0107;LAMBABLÓÐ;Lamb blood;100;7;9;19,3;0,19;0,1;0,;0,2;;;;0;0,1;;0;0,;1,72;80,7;;;;;;;0,;0,;;;;;;0,21;6,91;29;3,6;229;181;36,7;0,20;0,063;;;67,4;;;
0108;RÚLLUPYLSA, úr svínakjöti, soðin;Rolled pork flank, boiled;100;7;8;14,2;22,0;10,8;8,4;1,8;;;60;0,;0,;0,;0,;0,;4,1;57,8;;;;;;;0,41;0,16;;;;;;0,;25;190;37;1390;290;;;;;;;;;
0109;BLEIKJA, vatnableikja, hrá;Arctic char, from lakes, raw;59;8;1;20,5;2,7;;;;;;55;0,;0,;0,;0,;0,;1,2;76,6;;;;;;;0,16;0,09;;;;22;5,0;0,;20,;260;30;80;370;0,75;0,67;;;;;;;
0110;GULRÓFUR, hráar;Swede, raw;84;5;1;1,6;0,1;0,02;0,01;0,03;;0;0;5,4;5,1;0,;3,3;0,;0,7;88,9;0,416667;0,;5;0,;0,1;0,1;0,06;0,05;1,4;1,2;0,12;56;0,;39,0;24,;36,;13,;18,;272,;0,21;0,18;0,07;0,3;0,12;0,2;0,01;0,01;0,02
0111;BJÓR, 5% alkóhól af rúmmáli;Beer, alc. 5 % by vol.;100;12;6;0,4;0,;0,;0,;0,;0,;0;0;3,9;0,5;0,;0,;4,0;0,2;91,5;0;0,;0,;0,;0,;0,;0,002;0,025;1,0;0,933;0,068;2,6;0,02;2,1;4;20;7;3;60;0,016;0,009;0,010;1,3;0,019;0,11;0,01;;
0112;SKYR;Skyr, pasteurized;100;1;2;11,5;0,25;0,12;0,05;0,;0,;0,01;2;3,3;3,3;0,;0,;0,;0,8;83,3;1,875;1,8;0,9;0,007;0,005;0,005;0,077;0,202;2,8;0,13;0,067;28,3;0,36;0,1;100;192;9,4;32,0;123;0,045;0,521;0,016;23,0;0,014;6,43;0,01;;
0113;SKARFAKÁL;Skurvy grass, raw;100;5;2;2,2;0,5;;;;;;0;8,3;;0,;;0,;2,0;87,0;;;;;;;0,08;0,16;;;;;0,;144,;51;44;42;470;260;;;;;;;;;
0114;AÐALBLÁBER;Bilberry, raw;100;6;2;0,9;0,2;0,;0,;0,1;0,;;0;7,3;7,3;0,;4,6;0,;0,2;86,8;;;;0,;1,85;1,85;0,05;0,;;;;6,;0,;14,3;17;18;9,6;1,6;93;0,20;0,10;0,037;;;0,4;;;
0115;SÖL, þurrkuð;Dulse, dried;100;5;2;11,4;0,54;;;;;;0;21,1;;0,;33,9;0,;14,3;19,2;;;;;;;0,22;0,58;;;;;0,;30,;150;280;210;1440;4720;11,7;1,32;0,427;890;;24,7;;;
0116;RAUÐMAGI, reyktur;Lumpsucker, male, smoked;59;8;4;17,7;34,5;7,1;18,3;5,6;;;;0,;0,;0,;0,;0,;9,4;40,5;;;;;;;0,11;0,20;;;;;;0,;;140,;10,;3300,;240,;;;;;;;;;
0117;ÞORSKALÝSI;Cod liver oil;100;10;2;0;98,5;17,4;50;32,6;18,8;0,70;450;0,;0,;0,;0,;0,;0,;0,;5000;5000;0;200;100;100;0;0;0;0;0;0;0;0;1,15;0;0,080;0,02;0;0,17;0,042;0,001;;0,002;;;2,0;25
0118;UFSALÝSI;Fish liver oil;100;10;2;0;99,9;17,4;50,0;32,6;23,0;0,70;450;0,;0,;0,;0,;0,;0,;0,;10000;10000;0;400;200;200;0,;0,;0,;0,;0,;0,;0,;0,;1,15;0;0,080;0,02;0;0,074;0,060;0,007;;0,002;;;2,0;25
0119;FEITI, hert lýsi;Fat, hydrogenated fish oil;100;10;5;0,;99,9;47,5;46,9;0,9;;;655;0,;0,;0,;0,;0,;0,;0,1;0;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;;;;;;0,05;;0,01;;;;;;
0120;ÞORSKALÝSISÞYKKNI, með vítamínum;Cod liver oil concentrate;100;10;2;0,;99,9;;;;;;;0,;0,;0,;0,;0,;0,;0,;13500;13500,;0,;115,;;;0,;0,;0,;0,;0,;0,;0,;0,;;;;;;;;;;;;;;
0121;SELKJÖT, lundir, hráar;Seal meat, loin, raw;100;7;5;23,4;2,6;0,4;1,4;0,6;;;;0,;0,;0,;0,;0,;1,2;73,6;120;120,;0,;3,5;;;0,20;0,88;;6,0;;;;0,;16,;213,;30,;183,;285,;12,1;2,5;;;;;;;
0122;SÍLD, flök, reykt;Herring, fillet, smoked;95;8;4;20,1;13,0;3,2;6,0;2,5;2,3;;65;0,;0,;0,;0,;0,;6,5;60,5;13;13,;0,;8,3;1,0;1,0;0,0;0,29;8,5;5,0;0,35;10,;10,0;0,;37,;240,;31,;2200,;370,;0,8;1,3;0,086;60,;0,05;24,;0,26;;
0123;BLEIKJA, reykt;Arctic char, smoked fillet;100;8;4;29,6;10,3;1,68;4,55;2,40;1,59;0;50;0,;0,;0,;0,;0,;7,4;54,6;10;10;0;11,6;1,68;1,68;0,1;0,21;8,4;5,2;0,6;9;5,0;0,;25,;300,;30,;2340,;460,;0,23;0,44;0,04;24,7;0,01;36,4;0,008;0,52;1,83
0124;KRÆKIBER;Crow berries, raw;100;6;2;0,3;0,5;0,1;0,1;0,2;0;0;0;5,3;5,3;0,;5,6;0,;0,2;88,1;1,1;0,;13;0,;0,1;0,1;0,03;0,;0,58;0,40;0,06;6,0;0,;10,7;7,7;8,5;4,8;3,9;83;0,28;0,06;0,04;0,05;0,29;0,1;;;
0125;FJALLAGRÖS;Iceland moss, raw;100;5;8;1,7;0,4;;;;;;0;5,2;;0,;80,9;0,;1,7;10,0;;;;;;;0,0;0,0;;;;;0,;0,0;390,;30,;40,;50,;170,;;;;;;;;;
0126;KLEINUR;Cruller, deep fried;100;4;6;8,8;18,2;4,9;7,0;1,5;0,01;3,0;22;48,9;14,1;12,8;1,7;0,;1,7;19,7;38,8083;36,8;24,1;0,44;0,30;0,29;0,10;0,0;1,7;0,6;0,038;8,7;0,17;0,;42,;330,;25,;453;150,;0,55;0,67;0,169;8,2;0,38;9,0;0,01;1,4;0,2
0127;APPELSÍNUSAFI, hreinn;Orange juice;100;12;4;0,7;0,1;0,;0,1;0,1;0,;0;0;8,9;8,8;0,;0,1;0,;0,4;89,2;4;0,;48,;0,;0,1;0,1;0,10;0,02;0,2;0,2;0,04;16,;0,;42,8;12,;18,;11,;2;190,;0,12;0,04;0,04;0,4;0,014;0,3;0,01;;
0128;ÁVAXTADRYKKUR, Svali;Nectar, fruit juice 35%, Svali;100;12;2;0,1;0,0;0,0;0,0;0,0;0,0;0;0;10,9;10,9;7,1;0,;0,;0,1;88,1;0,325;0,;3,9;0,;0,04;0,04;0,015;0,;0,;0,;0,004;3,6;0,;31,3;5,;1,4;2,;1;16,0;0,08;0,02;0,03;0;0;0;0,01;;
0129;ÁVAXTADRYKKUR, sykurskertur, Svali;Nectar, fruit juice 35%, no sugar added, Svali;100;12;2;0,1;0,0;0,0;0,0;0,0;0,0;0;0;3,6;3,6;0;0;0;0,1;96,2;0,358333;0,;4,3;0,;0,05;0,05;0,013;0,;0,;0,;0,004;4,0;0,;32,1;5,;1,5;2,;1;20,;0,01;0,;0,;0,;0,;0,;0,;;
0130;GOSDRYKKUR, appelsín;Soft drink, orange flavour;100;12;2;0,;0,;0,;0,;0,;0,;;0;10,8;10,8;10,8;0,;0,;0,;88,5;0;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;1,0;5,;0,5;0,;2;5,9;0,01;0,003;0,001;;0,001;;;;
0131;SVALADRYKKUR, djús;Drink, made from sugar and water;100;12;2;0,;0,;0,;0,;0,;0,;;0;8,9;8,9;8,9;0,;0,;0,;91,1;0;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;4,;0,;0,;3,;8,;0,13;0,01;;;;;;;
0132;SVALADRYKKUR, djús, sykurlaus;Drink, sugar free;100;12;2;0,;0,;0,;0,;0,;0,;;0;0,4;0,4;0,;0,;0,;0,1;99,4;0;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;4,;0,;1,;8,;8,;0,;0,;;;;;;;
0133;ÁVAXTAGRAUTUR;Fruit, mixed, sweetened;100;6;4;0,4;0,1;0,;0,;0,1;0;0;0;23,5;23,5;13,0;2,5;0,;0,2;73,3;5,175;0,;62,1;0,;0,35;0,35;0,;0,;0,2;0,2;0,017;5,1;0,;12,;14,;8,;11,;19,;109,;0,45;0,11;0,05;0,2;0,15;0,1;0,02;;
0134;ÁVAXTAGRAUTUR, sykurskertur;Fruit, mixed, no sugar added;100;6;4;0,5;0,1;0,;0,;0,1;0;0;0;14,6;14,6;13;0,6;0,;0,5;83,7;0,3;0,;3,5;0,;0,2;0,2;0,;0,;0,2;0,2;0,018;25;0,;13,0;21,;50,;7,;29,;210,;0,1;0,12;0,05;0,2;0,16;0,1;0,01;;
0135;BORÐSMJÖRLÍKI, 80% fita, jurtafita;Table margarine, 80%, vegetable;100;10;5;0,3;80,;18,36;21,67;25,41;;12,99;0;0,4;0,4;0,;0,;0,;1,6;17,7;25;0;300;0;4,9;4,9;0,01;0,04;0,;0,;0,01;1,;0,1;0,;10,;13,;2,;630,;15,;0,090;0,047;0;6,9;0,012;0;0,01;25,09;0,32
0136;BORÐSMJÖRLÍKI, 40% fita, meðaltal;Table margarine, 40%, average;100;10;5;3,3;40,0;10,77;10,34;13,78;;5,30;0;0,5;0,5;0,;0,;0,;1,5;56,0;25;0;300;    0;4,9;4,9;0,01;0,02;0,5;0,;0,01;1,;0,1;0,;15,1;15,7;2,2;529,;50,9;0,090;0,047;0;6,9;0,012;0;0,01;12,61;1,17
0137;BORÐSMJÖRLÍKI, 80% fita, fiskfita;Table margarine, fat 80%, hydrogenated fishoil;100;10;5;0,3;80,;32,;31,;12,;;;;0,4;0,4;0,;0,;0,;1,6;17,7;25;0;300;0;4,9;4,9;0,01;0,02;0,;0,;0,01;1,;0,;0,;10,;15,;2,1;630,;29,;0,090;0,047;0;6,9;0,012;0;;;
0138;SMJÖRLÍKI, meðalsamsetning;Margarine, average values;100;10;5;0,1;80,5;35,4;27,5;12,2;0;0,54;0;0,4;0;0;0;0;1,7;17,8;821;800;246;6,2;11,8;11,8;0,01;0,4;0;0;0,01;1;0,1;0;8;13;2;669;15;1,10;0,05;0;6,9;0,012;0;0,01;9,6;2,6
0139;FEITI, hert sojaolía;Fat, hydrogenated soyabean oil;100;10;5;0,;99,;26,9;67,5;0,4;0,;;0;0,;0,;0,;0,;0,;0,;1,;0;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;;
0140;NÝMJÓLK;Milk, whole;100;1;1;3,4;4,0;2,35;1,03;0,08;0,;0,16;16;4,7;4,7;0,;0,;0,;0,7;87,4;38,4083;36,9;18,1;0,034;0,092;0,092;0,046;0,162;0,89;0,092;0,040;5;0,37;0,78;120;124;9,8;39,4;145;0,023;0,411;0,004;11,2;0,010;2,4;0,01;0,05;0,03
0141;SMJÖR;Butter;100;10;4;0,6;81,5;45,78;21,11;1,46;0,10;3,11;236;0,6;0,57;0,;0,;0,;1,3;14,8;790,833;760,;370,;0,7;2,8;2,8;0,007;0,035;0,22;0,10;0,;2,8;0,;0,;17,3;21,3;1,5;512,;52,0;0,040;0,15;0,003;5,4;0,011;0,50;0,01;0,83;0,63
0142;SMJÖR, ósaltað;Butter, salt not added;100;10;4;0,6;82,7;53,5;23,1;1,9;;;236;0,6;0,6;0,;0,;0,;0,7;15,7;790,833;760,;370,;0,7;2,8;2,8;0,007;0,035;0,22;0,10;0;2,8;0,13;0;17,3;21,3;1,5;7,;52,0;0,04;0,15;0,003;4,4;0,011;0,5;;;
0143;SMJÖR, sérsaltað;Butter, 2.5% salt added;100;10;4;0,6;82,7;53,5;23,1;1,9;;;236;0,6;0,6;0,;0,;0,;3,2;15,7;790,833;760,;370,;0,7;2,8;2,8;0,007;0,035;   0,22;0,1;0;2,8;0,13;0;17,3;21,3;1,5;984,;52,0;0,04;0,15;0,003;4,4;0,011;0,5;;;
0144;SMJÖRVI;Butter with soyabean oil, fat 80%;100;10;4;0,6;80,5;38,61;17,23;13,78;0,06;1,71;180;0,4;0,4;0,;0,;0,;1,5;16,0;923;900;210;7,5; 6,8;6,8;0,01;0,02;0,1;0,1;;3;0;0,;18,;26,;3,;590,;20,;0,2;0,1;0,003;5,4;0,011;0,50;;11,82;1,96
0145;LÉTT OG LAGGOTT;Butter with soyabean oil, fat 40%;100;10;4;0,3;40;17,9;13,0;8,1;0,04;1,1;40;4,8;0,3;0,;0,;0,;2,2;48,6;893;868;300,;5,8;2,5;2,5;0,02;0,09;1,7;0,1;;1;0,1;0;69,9;151,;6,2;500;116,;0,1;0,15;0,003;5,4;0,011;0,50;;6,6;1,0
0146;UNDANRENNA;Milk, skimmed;100;1;1;3,5;0,1;0,06;0,03;0;0;0;1;4,7;4,7;0,;0,;0,;0,7;90,7;0,941667;0,9;0,5;0,001;0,002;0,002;0,047;0,164;0,9;0,09;0,04;4;0,4;0,88;107;116;8,9;38,8;142;0,020;0,474;0,006;11,2;0,008;1,83;0,01;0;0
0147;SÚRMJÓLK;Milk, whole, cultured;100;1;2;3,4;4,0;2,35;1,03;0,08;0;0,16;16;3,7;3,7;0,;0,;0,;0,7;88,2;38,4083;36,9;18,1;0,03;0,09;0,09;0,052;0,146;0,9;0,087;0,038;6,0;0,37;0,40;114;95;10,;48,;148,;0,046;0,37;0,010;11,2;0,010;2,39;0,01;0,05;0,03
0148;JÓGÚRT, hreint;Yoghurt, without fruit;100;1;2;3,8;3,9;2,06;0,85;0,05;0;0,15;16;5,4;5,4;0,;0,;0,;0,7;87,2;37,5;36,;18,;0,03;0,10;0,10;0,049;0,155;0,9;0,095;0,038;15,2;0,25;0,6;139,;95,1;10,1;50,;152,;0,046;0,43;0,010;11,2;0,010;1,6;0,01;0,03;0,02
0149;NÝMJÓLKURDUFT;Milk, dry, whole, powder;100;1;4;27,5;26,3;17,0;7,3;0,6;;;105;38,0;38,0;0,;0,;0,;6,4;2,0;250,833;241,;118,;0,22;0,60;0,60;0,33;1,42;6,82;0,65;0,30;37,;3,25;10,;1390,;817,;81,;522,;1400,;0,62;3,91;0,058;87;0,061;14;0,12;;
0150;UNDANRENNUDUFT;Milk, dry, skimmed, powder;100;1;4;37,2;0,8;0,5;0,2;0,;0,;;20;50,4;50,4;0,;0,;0,;8,2;4,9;7,7;7,4;3,6;0,018;0,02;0,02;0,44;1,36;8,73;0,90;0,49;21,;4,0;6,0;1180,;1020,;122,;571,;1750,;0,30;4,7;0,099;120;0,080;13;0,120;;
